review_text,review_rating
Food was good but the eggs could've been better overall was an bad experience the service was good,4
The food and service were excellent and the prices are modest.,5
"Great food, service and price.   Had the country fried steak and eggs.  OMG",4
We went for our daughters birthday dinner and it was a great experience. After dinner our wonderful server brought out a slice of chocolate cake with a scoop of ice cream amd her friend asked if it was ok for her to announce it and ask to sing along as the restaurant didn't do it. The entire restaurant joined in and sang happy birthday so this is one for the memories.,5
"Great ""home style"", American food.  Nice,  friendly service. It's a good, relaxing place to eat.",5
Definitely not what it used to be. It couldn't possibly be cook fresh if nothing was hot enough except the fried fish. And it all was pretty lackluster. One mushy dish was just like the last. Sad really.,1
"I signed in online to be there at 11, waited 20 minutes to get in and then 45 minutes to receive food, and got the wrong order, apparently the guy gave our order to other table, so waited another 20 minutes for the right order to come in and honestly was not good, we ended up eating separate and the final plate was served at our table at 1:25pm for 2 eggs half bacon and a burned sausage, absolutely dissapointed, I have been in cracker barrel in other states and the plates are big, the food is fresh, this is definitely not worth the money or a 2 hour wait, we got 50% discount because we didnt get a full experience, but honestly i was hesitant even to pay that... go to Dennys or the buffetts, don't waist your time here.",1
Thanks for the good service and the food was delicious. Next time. I'm going to try the cheesy  hash browns . I took some of husband when he was looking.,5
"Only one small slice of meatloaf, and about 7 steak fries..lots of empty plate!  Meatloaf was falling apart & tasteless, Dumplings were tasteless & watery, Trout was Ok..A ripoff at $41 !",1
"The food is always good, even when they're busy.",4
4 price chicken plate was trash. Every piece looked like it belonged in a hot wing special. Very small portions and what tasted like factory made sides. Biscuit was cardboard.,1
Full of all of the cracker barrel goodness,5
Food and service were really good. Pancakes are delicious and sugar cured ham is on point. Just make sure to put a reservation in online before showing up as it can be a long wait.,5
Good comfort food and service.,5
They messed up 2 of our orders other than that food was good,4
Would go there agian,4
"James was our waiter. He was fantastic. The food and the ambience was great. I'm from Nashville Tennessee, where Cracker Barrel started. The one here does them proud.",5
Food taste dirty.  Like a dirty kitchen,2
Great meal with great service.,5
Great customer service! Would of gave 5 star's but biscuits could break out a window ):,4
Great place to eat. Always good food. Love the little shop and old fashioned stuff.,5
Went to get Catfish they were out! Settled for the shrimp I just should have left.,2
"We are breakfast and it too was social distancing....I hope lunch and dinner is better because if it's not, the way people hype it up, I feel like probably haven't had a good home cooked meal on a long time or very often. 2 plus 2 more thumbs way down. Sorry😬😔🙄",1
"Good food, service was fast.  The have good social distance going in the dining room, but the retail section was pretty crowded.  Really good French toast!",4
The food was great but out waitress was rude and forgot multiple things. Almost too the point where it was becoming questionable as too if she was doing it on purpose or not.,3
Good food. Good service. Friendly staff. It's a must go to for my family,5
Just awful. First time eating a CB. Is this how it's supposed to taste? I can honestly say that my whole family was pissed off. Maybe they just had a bad day in the kitchen... don't know. 8-(,1
Our experience was amazing. Our server was Katarina and she was quite nice and helpful. My father and I each got chicken fried steak with eggs and hashbrowns. It was delicious and quite filling. We ended our meal with chocolate Coca-Cola  cake which was delicious as well. Overall everything was very exquisite and we look forward coming again sometime.,5
Great staff and food❣️ I've spent more time in fast food lines lately that aren't really worth it. Thanks guys and girls great job 🖤👍🏾👍🏾,5
"Called to see how long the wait was lady said “about 40 minutes but if you check in online it will hold your spot and time..” absolutely not true!!! We got here about 20 minutes after reserving online lady says “ok thank you we will call you when it’s ready..” 1 hr and 15 minutes later we ask about it.. lady says “oh when you book online your actual wait time doesn’t start till you check in with us in person..” excuse me, wait, what!!! So needless to say we waited 2 hrs total for a table and to make matters worse it wasn’t even worth it..",2
FOOD AMAZING! AMAZING SERVICE!!!,5
Great comfort food.,4
"This place is great, we really missed going here with this so called pandemic going on. But the wife called and found out how we could get in. The only downside side is towards the end we felt like we were being pushed out the door. Which I can understand they need to make money and only having half the seating makes a little sense. But all in all I will continue to recommend this place for good food and friendly atmosphere.",5
"Good food,  I would get on the waiting list via their website for Saturdays and Sundays for breakfast.  It's gets busy during the weekend",5
Great place to visit they make your meal like coming home with large portions and homemade meals it's a must try....,5
Excellent Southern cooking. Meatloaf is awesome!,5
My husband and I were surprised to learn that they serve wine and mimosas!,5
Good food and fun atmosphere,5
"Biscuits were hard, gravy was dry, waitress was great!",3
"We arrived and were shown to a table. It was apparent the table was dirty. I asked the hostess to seat us at another table, which she did. Without cleaning it, she sat a 3 person party at the dirty table within 5 minutes. Not cool!!! Won't return here.",1
Sad to say this is the 1st time I was disappointed with the food. Our fried chicken was like jerky(dry and tough). Service was quick but not very friendly😞,1
"So had to ask for pepper 5 times. O had to get up and get my OWN..

WAITER BRINGS ME A PLASTIC CUP OF PEPPER..? HUH..?

SERVICE WAS -5. TERRIBLE...FOOD WAS NOT PROPERLY PREPARED OR DONE..

I WAS VERY SAD..NORMALLY CRACKER BARREL HAS A HIGHER STANDARD.

WAS A BADD EXPERIENCE ALL THE WAY AROUND.

Not good day for cracker barrel..",2
"Terrible. Had pot pie no carrots, just chicken dry. Would not recommend",1
"Best southern food menu. I just wish they had a restaurant in Summerlin, we would be there all the rime.",5
Spell garage door looks great the prices were right and the waitress had a nice smile,5
Great steak!. Fried potatoes with cheesy rice blend was fantastic! Build one in L.A. soon,5
"Customer service was good..Food was horrible chicken and dumplings had no flavor, not thick, it was flat dough in water DISGUSTING!! Also southern fried chicken was cold and salty..normally the food is good but this is the 2nd time I should have passed on this restaurant 🙃",2
Well the wait was like 2 hours the food was ok were over charged on 2 different orders but very nice clean nice waitress and polite.,4
Great atmosphere good food great service,5
Always always a great establishment to Patron.,5
The breakfast was outstanding.,5
Excellent Service & Food. I just love the atmosphere at Cracker Barrel.. The gift shop has really unique items.,5
Good old fashion country restaurant!,5
Food was amazing 👏 😋,5
Great food the restaurant down the street was packed and I forgotten to make reservations crackle barrel was open no wait time fast service great customer service.,5
"The main food is so delicious, the sides are a bit lacking. The decor is cute, very Americana nostalgia but it was a bit too much for me.",4
"Good home cooking, at a fair price. Lots of variety. Best pancakes in the game",4
"Every one of these restaurants is very friendly, nostalgic, great food better prices.",5
"Chill place, turnip greens was a good side dish. Waiter said he needed to go to Boulder City to get the water, was worth it. Sampler plate is good if you aren't familiar with ""American"" food.",5
Could not get in too long of a wait,1
"It was very good. Service was excellent. Got our food quickly. Everything was exactly how we ordered it. Will definitely be going back. We got the steak, country fried chicken, cheeseburger, mac n cheese.",5
"I can't believe how nice everyone was here. The food was delicious and affordable, but the service really blew me away.",5
The new design is awful and decorations are less welcoming. Why did my salad and eggs have a different flavor at this place ? Soup was good after I practically used a bottle of salt!,1
Very good food first time being their i love the shop that u guys have at the entrance,5
excellent food and place but bad actitud of this man,4
"Excelent food, Excelent service",5
"Popular spot located a short drive from the strip.

Entrance is a small shop with candy, clothes and other trinkets/souvenirs.

Plenty of parking for vehicles of all sizes including semi trucks. The restaurant itself is large with plenty of seating available. Staff was friendly and the food was phenomenal as always :)",5
Very good,5
"My favorite breakfast joint. Cheap and very good. And they bent over backwards to make my steak right....
I eat there as often as I can..",5
This place was awesome. I loved it. Our server Sonya was great. I think that was her name.🤠,5
They have good old country food and man is it good generous portions too bring the family it's worth it !!!,5
"The food was tasty, the service was good, but the complimentary biscuits and corn muffins were cold, hard and dry.",3
"This place is awesome, had never been before. Reasonably priced and good proportions. Our server ROBIN, was the absolute best.",5
"My food was cold. North Las Vegas off Craig street.  Had breakfast ordered eggs south west sausage hash browns biscuits and gravy. Coffee. Biscuits and gravy, coffee was warm everything else was cold hash browns came out late and cold. Never had that experience at any other of your restaurants up here here for duel of the desert race",2
"After waiting almost an hour, I told the hostess that my 2 year old was getting hungry and to check on a table she was do you want me to remove you from the list. When I asked to check a table, her response was 20 to 30 more minutes,  and do you want me to remove you from the waiting list. I left with my daughters and is a shame because my oldest love that place. They lost a customer. This happened on 1/31/21",1
This place was mobbed.30 min wait. For what.The food is average.The service barley average. Very unique gift shop. Good location but very busy noisy Craig Blvd.near I 15. Lots of parking. Personally I would go to I hop.,3
Amzing place. amazing food,5
"Today my family decided to eat at this restaurant, but little did they know that it was the worst decision they had made! Upon waiting to be seated, a physical altercation transpired, and another customer attacked one of my family members. The family member who was assaulted has a mental illness, and I understand that his intentions were misunderstood due to the situation. He never meant ill will, and the way the man came after him was extreme. However, the way staff handled the situation was unacceptable. Once the altercation was over, we were told to leave. Which was not an issue if everyone involved was told they were no longer able to stay. The CAUCASIAN man and his family were sat at their table after this incident. At the same time, we were told to leave the premises due to the situation. Mind you that he was the one who hit and assaulted my family member. This man was on top of my family member and was fighting a person who could not defend himself. As a person of color, it is hard not to see racial discrimination when the person (white man) who assaulted my family member gets to stay and is able to enjoy their meal. It is unacceptable that we are still dealing with this type of behavior. As a mental health advocate, I strongly recommend their staff and SECURITY guard to attend some type of training when dealing with people who have a mental illness or some kind of disability. There is no longer an excuse as to why a person is ignorant! If this restaurant gets one thing out of my post, it is to educate their workers on how to properly approach difficult situations and consider that just because a person looks ""normal"" they may have underlying issues that are not presented physically.",1
"Service has definitely suffered through Covid.  Our waitress was nice, but overwhelmed.  She was one of two waitresses and was bussing her own tables.  Food is generally good.  Eggs suck.  I believe they use water to get flat eggs.  The check out process is terrible.  One cashier for a busy Sunday.  And she was unpleasant.  So I wait 10 minutes to cash out and she has an attitude.?  You need better staffing for a better experience.",3
Scrambled eggs are not supposed to be runny..,3
"The waitress was friendly and nice. The food was good, I'll go back.",4
Staff was amazing at this location. We were greeted with a smile when we entered the restaurant. I asked to sit near the fireplace and she did just that with no hesitation. We had a bad experience with a restaurant in Florida and Emily along with the cooks restored our faith. Thank you so much Emily for being so sweet and kind. Also thank you to the manager in charge for making sure we were okay during our visit there tonight.,5
"Abysmal service.  Bad manager.  Alas, food was still good.",2
"Had lunch with my mom... First time dining at this location... Great waitress, and just all around friendly staff from the restaurant to the gift shop",5
"Excellent as always. In my opinion, this is one of the best breakfast joints around. Everyone was very friendly and the food was quite good, especially the country fried steak!",5
Grits and bisquits were almost room temperature and butter too cold to melt in either one. Food overall tasted great but none of the food was hot. Only warm. Staff was great.,4
"I love the service and I love the breakfast pancakes, and the fish on Friday. Cracker Barrel  is my favorite spot.😏",5
My food must have been cooked together all my meat had the same yeast. My bacon did not taste like  bacon my sausage did not taste like sausage same with the ham and fried egg. The only thing that did not yeast like the rest was my 🥞,2
Love eating here and the Turkey and dressing on Thursdays is the best ever! Also love getting my chow chow here.,5
Was seated at a dead table. Took 20 minutes for the manager to come out so we could get a waiter. The food was terrible. I got Turkey with was dry. I got a mashed potato asked for extra butter. The butter they brought out was colder than the ice cream.  The waiter didn't check on us. We barely got refills on our drinks. The manager went MIA so we couldn't complain about anything. He only came out after we got up to pay. The only person that felt genuinely sorry about our whole experience at that location was the cashier.,1
I will not go here again.  No stars for this place. Negative 5 stars.,1
The best place for breakfast,5
"Great Staff, service was excellent!! Quick to refill drinks and bring the check... No reservations required but recommendation of joining the waiting list online!!",4
To get a table go to crackerbarrell site and leave name and check in much faster for a table,5
8am on a Saturday morning and getting told a 15-20 minute wait because of “wait staff”. Restaurant is 3/4 empty. Welcome to Biden’s America.,1
You haven't eaten good food since the covid-19 Warriors a place,5
"As always great food, and exceptional service",5
"Disappointed. The food quality was much lower than most Cracker Barrels we have been to. The service was friendly but mostly missing. The ""outdoor seating"" was on the front patio on a very busy, and very loud expressway. Not our expected consistency.",2
"Love this place for.good food and selection. Large menu choices and daily specials, however... I guess I should be grateful on Thanksgiving places are open, but now with FingCovid There was a very limited Thanksgiving menu only. Still good..",4
The food was okay. It inspired me to make meatloaf. The wait time was way to long. They should not say 10 -15 min if it's going to take 25-30.,3
"Always good food at reasonable price, with great service.",5
Worst place I ever eaten. Food sucks. Service was good. Eat at the in and out burger next door.,1
A travel staple for us!! Always good!!,5
Best meal ive had in a year service was outstanding,5
Good Food ..Still has the Signature Store and the Scratch made Gravy.,5
"Ordered family fried chicken meal. Their chicken is excellent, crunchy but not greasy. The whole family enjoyed it.",5
"Lacks consistency-server was bland and unable to anticipate table needs. Maybe some training so she becomes more efficient and friendly.  Grits were warm at best, toast was hard and very dark, bacon was missing w/only serving 1/2 pieces. Coffe cup full of ground. Love the concept and love the Pittsburgh locations but sad this one is below par often. Gift shop wonderful all the time.",2
I enjoy the food that cracker barrel I have never eaten there before the food was awesome I hope I get a chance to come there and eat some more from Los Angeles,5
Food was great and I really like the new interior design compared to the others I've been to.,5
"I know that everyone has their opinion regarding each restaurant but I had a wonderful experience. First time coming to this restaurant and it was a marvelous experience. Loved the food and the service.
I will come back. Thank you!",5
"This is a great place to eat. The wait is very long right now. Not sure I think it's good enough to wait an hour for. Staff are kind, and the manager has came by asking if we enjoyed our meal every time I've been to this place. I love the consistent good food and staff",4
Terrible food and took forever. Only thing that was good was the Sour gummy worms from the store. The boomers got it wrong this time.,1
"The french toast was great, and i love the coffee. It’s was a bit slow, maybe because we went during the changing shift or they short of workers...",5
"We came here at 4pm on a Monday and it was packed. We were seated at the bar and it was fun to watch the chef hand pulled noodles.

We each ordered a bowl of noodles, plus the beef pancake cakes. The noodles were delicious. The pancakes were yummy but too small. I wish there was more!

The ambience was great. Modern and hip.",4
"Julie, our waitress, was awesome and the food delicious as always.",5
Good service and my family's go to upon arriving in this area,5
First time meal was very good and service great by James in Vegas on Craig by 15 fwy,5
"I enjoyed my lunch even though my first choice of the country fried turkey was sold out. Our waiter Paulos was great! We were at the location in North Las Vegas, NV.",5
My favorite place to eat and shop.,5
"Instant mashed potatoes sticky like glue, green beans were completely mush and greasy and biscuits like hockey pucks. Cracker Barrel has always been my go to for guaranteed good food.  So dissapointed.",1
"Get to know the staff here and they will remember you and your preferences. Great Value,  Great Service. A little overwhelmed by customer demand at height of Pandemic.",5
"Friendly staff, hot food, and great prices.",5
Good food and excellent service. We had placed our name on website to be wait listed. We only waited less than 5 minutes to be seated upon arrival. Happy holidays all!,5
"Good service, good food.",5
"So good, hard to avoid the tasty carbs. Must haves are the fried chicken & chicken fried pork chops",4
"Good food, great service",5
"Just like the couple of other Cracker Barrels that we have visited in other states like Colorado & Texas. Same layout very familiar, great service & food",5
"I love this restaurant, the service is always good the waiting is never ever that long, the atmosphere is pleasant; and the store always carries such beautiful merchandise. the waitresses and the waiters, the entire staff are are always pleasant and they make you feel very welcomed.",5
I got the rainbow trout and it was perfectly cooked and seasoned at a great price.,5
"If it's comfort food you're looking for, this is where you'll find it! I'll tell you what, no matter what dinner you get, ALWAYS order the loaded baked yam as your side. Only costs about a dollar extra, but is worth more like $20 lol. Oh, and the Saturday night special of smothered fried pork chops..... Amazing is all I can say",5
I’ve been to MANY Cracker Barrel’s across the country  and by far this particular one is the best overall. The staff from the minute I entered the door greeted me like royalty. And if your extra lucky you’ll get Zachary as your waiter. That dude is the man! He was basically the cherry on top of an already amazing cake. Don’t even waste time thinking on where to go for breakfast...This is your place. ;),5
great food and amazing environment!,5
The country boy breakfast was great,5
"Service was excellent. If you like fried food, it's the best.",4
"Love It. Not no problems, enjoyed.",5
"We came here for early lunch on Sunday during our weekend Vegas trip. We were seated quickly and drink orders quickly taken, which was nice. We ordered the signature chicken and waffles, and biscuit brisket to share. The brisket was juicy and fill of flavor, and the biscuit was perfect. The pickles really added to the flavorful bite, just fantastic. The chicken was crunchy and juicy and nicely seasoned; we got half of a chicken with the order which was plenty to share for two. The waffles were also crunchy, but it was a bit too thin and not substantive enough, and it was cold instead of warm. The syrup though was very tasty, not too sweet and just right. There was also a sauce that came with the chicken was tasted like tobasco sauce, a nice compliment to the chicken, although the chicken was tasty enough without it.",4
The service was average and the price reasonable. There is defiantly a limitation on healthy menu items but this isn't that type of place. Overall I enjoyed my dining experience.,4
Good food shrunk the menu though,4
Great meal that was well cooked.  Piping hot when it came out to our table.  Our hostess Sonia was a true  professional and provided our Family with great care and attention.  Highly recommend this Cracker Barrel restaurant.,5
"Experience was nice, but I am not a huge fan of their food.",3
CB is absolutely superb! I had the meatloaf dinner for $9... It was excellent and I got totally full... Vegas winner every visit!!!,5
Our server was so pleasant and courteous.  Just a bit of southern cooking is what my soul and belly needed - mmm chicken and dumplings,5
"They have all the""old school candy!""",5
The food and staff were absolutely wonderful loved it very much!,5
"This review is not spam or fake. A black woman today went to this location in search of a highly sought out merchandise piece. She waited for 6 hours for the restock. A white woman then walked in who had not been waiting, got them, and management did nothing. This is unacceptable. I will be taking my business elsewhere.",1
"I have never experienced such bad food at a Cracker Barrel. The fried chicken seemed to be leftover from lunch, it was barely warm and the coating/batter had hard pieces on it that I literally couldn't chew, my mashed potatoes were also cold, also our biscuits and corn muffins were so cold the butter wouldn't even melt. Unfortunately I don't think that I'll return to this restaurant.",1
Always happy with the food and service.,4
"Hour wait after being told 40 minutes. After being seated took 20 minutes just to get our drinks. Than was told while waiting that they were at full capacity but on the way out they opened up about 6 more tables.
Told management just an apology was given.",1
Great meal...great service,5
Love cracker barrel. Never disappoints.,5
The food and service was good. The menu items are very disappointing. There are no low carb options,3
Yummy food for a good price.,5
It is definitely a great place to go if you are looking for a good inexpensive meal. The waiter was super nice and was always one step in front of us when it came to our wants and needs.,5
"My catering order was good but the email says let us know when you've arrived and so I click on it and it says ""thank you for letting us know you're here we'll be out shortly."" 15 minutes later I walk in and people look at me like a deer in headlights that I said I was there for the curbside pickup. Ugh 🙄 why are some companies so efficient at this covid thing and others well....",4
We had great service there and delicious food,4
"Good service, would definitely come back for a quick meal",3
Waitresses are nice. Food comes fast. Clean.,5
"Quite average, but we did have a very good waiter.",3
"Very good place
Food is good.
I like the store.
Very good prices on food and store",5
Always a good meal at Cracker Barrel wherever you are. Gumby approved.,5
Very good food and great service!,5
I love their food! The catfish was awesome! Breakfast anytime. Yep. Great place,5
"Been looking forward to eating here for quite awhile. Well, I was very disappointed. I ordered biscuits and gravy, bacon not crunchy or over cooked, side of hash brown casserole, coffee. Waitress said she will keep an eye on the bacon so it's not burned.  Waited awhile for my breakfast, was never asked if I want more coffee, my breakfast arrived and I noticed the bacon was not quite burnt but not how I like it!  Tried to cut up my biscuits, but found them hard! The gravy was semi warm. The hashbrown casserole wasn't warm at all! Either this sat up on the shelf for awhile after it was cooked or I got someone else's meal kept warm! I DON'T like to send my food back as you don't know what they do to it! She definitely did not do her best to make me happy to come back. Oh yeah never asked if I need sugar with the 1 cup coffee! I left so dissatisfied, told my Son I will never go back. He also said he didn't care for them also. Next time IHOP or DENNYS!",1
"Food was great everyday, we ate there 3 times",5
Food was good.  Store is cute.  This location has better food than the other locations in Las Vegas.,5
Food and service was excellent. Very happy with all. Thank you!,5
My first time trying Cracker Barrel and it was all of the good things I have heard about. Great food! Great service! Loved the little country store.,5
great service and really good food.. the portions are a little small but i really enjoyed myself,5
Great place to eat good food,5
Super friendly staff and definitely handling things safely in the front of house. I can't stress enough how awesome and nice the staff were. The food looked great but it was bland and unseasoned. I think that's how it's supposed to be. Bring your own seasoning and this definitely becomes a 4 star experience.,3
Great food and some items we had not seen in a while will be going back soon,5
"Great food and lots of it. I never go that I don't buy clothes, their buyer is great.",5
"We dined here on a Sunday afternoon for a late lunch. The server's were very friendly and upbeat, even on a busy day!
The food and selection are always consistent from one Cracker Barrel to another, so there's no surprise here.
The restaurant is probably about 50% larger the your typical CB location, so it's able to accommodate the larger crowds.
Overall, a good experience, good food and attentive service. This is a well managed and maintained restaurant!",5
They have the best chicken fried steak. Omg the best.  Services are great.,5
Oh man best pancakes your gonna get. Taste homemade and its some good portions for breakfest.,5
Awesome food and service.  Waitress Stacy Great customer service skills.,5
Good service and good food,5
My boyfriend and I loved it. It was our first time going today and every single person we talked to was very nice. They have great customer service. And their food was really good. I think their Mommas Pancakes were the best I've ever had. We'll definitely be coming again!,5
"Yes, yes, yes!! Awesome menu, chill vibe, historic Fremont Street!  This is a foodie spot! A destination - just look at the menu. Red velvet waffles? Bacon wrapped dates? The Mac and Cheese bites are house made. Come here and eat! This place looks like nothing special and you can easily walk past, but don't.

The crab artichoke dip came piping hot with an incredible cheese crust! It's loaded with crab, artichokes, and was seriously rich and creamy!

The devils on horseback were a little over cooked, but still delicious. The bacon was crispy, dates warm and soft and the sauce had a slight heat.

The Cuban disappeared! Moist pork and house picketed onions!",3
Not a great place would recommend somewhere else  Food was cold and took a long time to reach my table not That great quality food either And the ranch dressing tasted horrible on my salad. The prices and deals were boring lil tiny cheap paper menus u could hardly read not very good better off going to chilli's  You will be a lot happier when you leave.,1
They messed our order up but I ate for free. Thanks America.,4
I love this place and there so nice to me it’s so cozy and warm and very nice hospitality to have breakfast lunch and dinner or just to have a homemade snack and shop and  I love eating all the time here thank you cracker Barrel’s,5
Chicken pot was very good. Service was also good. Hadn't been there in a long time because last time food was just mediocre. Much better this time.,4
"The greens was AWFUL taste like they were only cooked with water,no seasoning.",2
Food came out cold and the server seemed kind of lost.,3
We love this Cracker Barrel. Very clean. The employees are really nice. The food is great. You wont be disappointed.,5
Food and service is great. BEWARE WHEN BUYING TOYS FROM GIFT SHOP!!! Some toys are misleading especially the Lego knockoff. It has a big box for legos and its filled by dangerously small mini legos that even the age recommendation is questionable.,5
Food was good! I like coming here.,4
"Introducing... Iced French Toast Latte, for the coffee lovers!!! Delish!",5
Love the spread of food. Only once the waitress forgot the complimentary biscuits n gravy. But every other time great food great service.,5
Absolutely perfect. Kristen was great n food was delicious.,5
My family and I happily accepted the free corn bread and biscuits. Can't wait to return for breakfast.,5
The food here is bland. No flavor at all,1
"I called asking a question and Mabel answered, she wasn’t very helpful and rude.",2
"This Cracker Barrel is yummy. They have attentive staff who are willing to do the most for you. I enjoy going here and eating with my husband. The clothes in the store part are super cute, slightly pricey, but not overly expensive. They have sale clothes for kids as well. I really like this place.",5
"Have always loved Cracker Barrel. Good traditional country home cooking. Prices are about average, the service is great at this location, and the restaurant was very clean (covid clean).",5
"We want to patronize this resto to support them inspite of the problems we encounter but service in this resto is becoming worse and worse. This morning was the worst, server is just so inattentive and the manager don't seem to care. I really lost my appetite.",2
This is the first time I can honestly say our server wasn't Cracker Barrel quality. The food was great!,5
When ever family comes to town we always go there.,5
"We were seated and then waited about 15 minutes with no server showing up at our table. I told the guy that seated us and he ended up taking care of us. Not sure who, if anybody was supposed to do our table but we appreciated the guy who helped. The food however was real good.",2
"We tried ordering using their APP and getting curbside pickup.  Using the APP to order was a poor experience.  We ordered Grandpa’s Delicious Breakfast and there was no indication that we would get grits, biscuits or sauce nor was there anyplace to indicate any personal presences like extra butter, or corn muffins instead of biscuits, etc.

The APP said our order would be ready in 15 minutes and that we should call the store to confirm that we were there.  We did that and the person said she would bring it out to us.  30 Minutes later we called again to see why we hadn't gotten our order.  It was ready but they'd neglected to bring it out to our car.

Bad APP and poor service.",2
"Great spot my husband and I love to go for date nights, the cherry soda is our drink so for sure try that out if they hadn’t sold out of it. Affordable pricing you get a good size serving, they have the cutest baby bottles of syrup which is their brand and there’s a mini shop in there where you can get a bigger bottle.",5
Good food as always young man that seated us not so much he got angry because we changed our party from 6 to 7 could have a 5 star.,4
"First the check and then the food. Bad service,  wit 20 min for a slice of lemon for my water and still waiting, lol.",1
I think I had too much fun in the gift shop. They have old school toys/TWISTER!!!!!,5
Food was standard and music was loud but our waitress Katina was AMAZING!,3
Not as good as the average barrel but its ok i guess,3
"As far as buffets go, this one is top notch. We went on a Wednesday night for dinner with 6 adults and 2 small kids and it was a pleasant experience.  It appeared that the wait through the normal line was about an hour, luckily we had a Seven Star member with us and we were seated within about 10 mins.  Their loyalty lines definitely help with the wait times.  The food selection was diverse as well as delicious.  The only fault I noticed, as other have, is that they are no longer offering oysters.  I heard they may have had a health scare in the recent past.
Our service was very good, with plates cleared quickly and refills poured as required.  Their Red Sangria was pretty tasty, but not sure I drank enough to warrant the $20 All You Can Drink cost.  Overall, a great buffet.",4
Excellent food and service!,5
"Sat. afternoon food is limited, so between 1 and 2pm, would not recommend",5
The wife loves this place. Pancakes are also great!,4
"The customer service here is horrible and lacking manners. We just moved here to Vegas from Hawaii and our household goods have not arrived so we have to rely on take out for now.  We are a family of 5 plus a 5mo old in the same household. We just wanted to have a nice family dinner. The older lady at the hostess stand said she could only seat 5 and we would have to be separated. I started to explain our little one was only 5mos old but she kept interrupting me, shaking her head and saying over and over ""They will shut us down"". I finally interrupted her and said ""could we just be seated please."" She sat us separately but after a couple of minutes we just left because we all felt we were not welcomed there and we were not looked at as customers but as interruptions to their day. Cracker Barrel has always been a place for a family to go out and have dinner together and and I will still continue to support their business but it will never be at this location again. I will go to a location that actually wants customers.",1
"Good dinner.  Fun,friendly staff",4
"Attentive and nice staff
Food was wonderful",5
I work there and eat there also shop its great,5
This place is just average although the store is always the best part! Right now its difficult to properly review places because everything is faulted by covid- asked for iced tea with lemon and a side of gravy and got neither- my server was a sweetheart doing her best though so no fault of her own- Im sure! I will return again with hopes of better service-,3
"Great service. The food was flavored and delicious.
Theres no better way to start of Mondays",5
Great service in spite of being short staffed,5
The food was really good 👍,5
We like it here & normally its top notch. This visit however...it took forever to be waited on & even longer to be served. Order was wrong & food was cold.,2
Simple meal wasn't pricey good service,3
Great food. Followed all covid guidelines,4
Slow service and didn't get my order right,3
"Simple, close to homemade meals, sweet tea is a must. Biscuits & corn bread are always good. The sizes are more than enough even for the hungriest guests.",5
It is a very cozy place with excellent food and pleasant treatment,5
"The home style chicken dinner looked like the advertisement and was nice and hot. I liked the flavor of everything. I had cooked baby carrots and they were a little sweet. The mashed potatoes had body and held the gravy. Even the lemon aide was good, not too sweet.",5
"I ordered the breakfast sampler which was not very good.The ham was very salty and tough,the sausage was dry and hard.The coffee was very weak and the rest of the meal cold.Would not recommend.",2
"I normally love Cracker Barrel but yesterday I was so very disappointed! My family went through a nightmare on thanksgiving day just to get the food , traffic was insane ! then after they drove across town to get home they discovered that all the side items were missing ! they must make changes on the holidays to allow traffic to get through easier ! Total disaster !",1
"Alberto is absolutely a great server, wonderful personality",4
Cracker Barrel is always a trusty go-to but I feel like it's lost some of its food quality. Service was good but food was just okay.,3
Good food & service too!,4
1st time ever eating at one. Service and food was excellent. Definitely will come back.,4
Great food!  Good prices too!,5
"Like their food and store, but appear to be struggling under the COVID restrictions. Last visit wasn't up to par.",3
"Had dinner the other night here. I am a super big fan of the show and planned our dinner months in advance. The service was good and so wasn't the seating except it was far from the open kitchen..It is very loud in the restaurant and always fully booked.

We ordered ice tea after seeing the prices of alcohol. The drinks were not always kept up on but were very fresh and flavorful!

We did the pre-set menu and ordered scallops, beef welly, and sticky toffee pudding. The food was very good and filling. Expect to spend at least two hundred when dining here with two people.

It was a very special night for us and we were very much looking forward to it! Still thinking about the sticky toffee pudding because it was my absolute favorite!",3
"I Delivered   your Fried  Chicken to my Mom and friend s,they all said the Chicken  was over fine and Dry...they pushed  to side, and settled for yuh our potatoes .",1
"Dumplings were horrible flat like pancakes no meat, sauce was thin as heck when it should be thick",1
Super fast super nice great food,5
Not empressed at all.,1
The steak was great and I  love the gift shop! Great place to find unusual unique Christmas gifts!!!,5
Delicious 😋😋 I always love ordering from here!,5
Never have a bad meal here! Always very consistent. Check in online and hardly ever wait for a table. Service is great and very affordable for a family! The bonus is the great store with all kinds of goodies inside. We enjoy our visit every time!,5
"I have been to this location many times and today was the best service I've ever received.  Food is always on point. Tried the cheesy squash as a side and I hope it makes the regular menu, it was yummy.",5
Great food & service. My boyfriend and I ordered dinner I ordered the Sunday chicken fried chicken dinner and you got two pieces of the chicken and two sides it was wonderful I would go there again any time to eat that. They are really nice there the service is great,5
Food was good. Had to wait awhile to pay. Our waiter Remy was excellent!,4
"Bad food and portions. Service okay, not sure why people eat here.",1
